Transit_ID,City,State,Route_ID,Transport_Mode,Source,Destination,Passenger_Count,Demand,Vehicle_Capacity,Traffic_Status,Traffic_Speed_kmh,Delay_Minutes,Fare_INR,Travel_Time_Min,Weather_Condition,Date,On_Time,On_Time_Status,Point,Path_Order,Latitude,Longitude
TR-0004,Coimbatore,Tamil Nadu,R-033,Bus,South,Central,,,,Moderate,,,,,Clear,2026-01-28 06:08:00,,,Destination,2,11.020689,76.951179
TR-0035,Ahmedabad,Gujarat,R-033,Auto,Central,North,,,,High,,,,,Clear,2026-05-03 09:32:00,,,Destination,2,23.067002,72.576596
TR-0107,Ahmedabad,Gujarat,R-033,Bus,South,North,,,,Low,,,,,Rain,2026-06-05 07:19:00,,,Destination,2,23.085754,72.586436
TR-0317,Visakhapatnam,Andhra Pradesh,R-033,Bus,South,Central,,,,Moderate,,,,,Cloudy,2026-02-16 15:15:00,,,Destination,2,17.685858,83.210753
TR-0330,Pune,Maharashtra,R-033,E-Rickshaw,Central,South,,,,Moderate,,,,,Rain,2026-01-31 02:53:00,,,Destination,2,18.465719,73.843496
TR-0426,Visakhapatnam,Andhra Pradesh,R-033,Taxi,West,East,,,,High,,,,,Clear,2026-03-11 05:02:00,,,Destination,2,17.691334,83.276439
TR-0471,Jaipur,Rajasthan,R-033,Train,Central,South,,,,High,,,,,Hazy,2026-06-07 13:53:00,,,Destination,2,26.85694,75.787125
TR-0130,Chennai,Tamil Nadu,R-034,Auto,South,Central,627,Medium,3,Moderate,41,18,54.52,33.2,Rain,2026-03-08 19:19:00,0,Delayed,Source,1,13.012695,80.267954
TR-0298,Pune,Maharashtra,R-034,Bus,West,Central,104,Very High,78,Low,55,6,66.46,30.94,Clear,2026-01-16 06:12:00,0,Delayed,Source,1,18.512195,73.802874
TR-0342,Mumbai,Maharashtra,R-034,Bus,Central,North,136,Medium,70,Moderate,37,16,49.55,32.3,Hazy,2026-05-21 00:33:00,0,Delayed,Source,1,19.063066,72.889989
TR-0130,Chennai,Tamil Nadu,R-034,Auto,South,Central,,,,Moderate,,,,,Rain,2026-03-08 19:19:00,,,Destination,2,13.093288,80.265275
TR-0298,Pune,Maharashtra,R-034,Bus,West,Central,,,,Low,,,,,Clear,2026-01-16 06:12:00,,,Destination,2,18.525632,73.866826
TR-0342,Mumbai,Maharashtra,R-034,Bus,Central,North,,,,Moderate,,,,,Hazy,2026-05-21 00:33:00,,,Destination,2,19.115906,72.874788
TR-0068,Delhi,Delhi,R-035,Bus,West,South,679,High,72,High,17,11,11.32,37.29,Hazy,2026-04-20 13:09:00,0,Delayed,Source,1,28.619377,77.150863
TR-0358,Lucknow,Uttar Pradesh,R-035,E-Rickshaw,East,West,469,Low,5,High,16,10,40.24,35.84,Clear,2026-06-25 19:49:00,0,Delayed,Source,1,26.838911,80.996689
TR-0361,Indore,Madhya Pradesh,R-035,Metro,Central,South,507,Low,740,High,25,19,73.7,31.57,Rain,2026-05-05 05:08:00,0,Delayed,Source,1,22.70327,75.836052
TR-0396,Jaipur,Rajasthan,R-035,Bus,East,South,907,Very High,65,Moderate,31,18,47.09,6.96,Hazy,2026-01-08 13:09:00,0,Delayed,Source,1,26.912032,75.840782
TR-0444,Chennai,Tamil Nadu,R-035,Bus,East,Central,300,Low,40,Severe,7,13,69.38,22.55,Cloudy,2026-08-01 02:50:00,0,Delayed,Source,1,13.067879,80.326773
TR-0068,Delhi,Delhi,R-035,Bus,West,South,,,,High,,,,,Hazy,2026-04-20 13:09:00,,,Destination,2,28.560346,77.186656
TR-0358,Lucknow,Uttar Pradesh,R-035,E-Rickshaw,East,West,,,,High,,,,,Clear,2026-06-25 19:49:00,,,Destination,2,26.816589,80.892501
TR-0361,Indore,Madhya Pradesh,R-035,Metro,Central,South,,,,High,,,,,Rain,2026-05-05 05:08:00,,,Destination,2,22.659974,75.850509
TR-0396,Jaipur,Rajasthan,R-035,Bus,East,South,,,,Moderate,,,,,Hazy,2026-01-08 13:09:00,,,Destination,2,26.846476,75.785642
TR-0444,Chennai,Tamil Nadu,R-035,Bus,East,Central,,,,Severe,,,,,Cloudy,2026-08-01 02:50:00,,,Destination,2,13.077389,80.270793
TR-0022,Mumbai,Maharashtra,R-036,E-Rickshaw,West,East,580,Very High,5,High,30,2,72.59,9.15,Rain,2026-02-18 13:14:00,1,On Time,Source,1,19.048653,72.81257
TR-0148,Pune,Maharashtra,R-036,Metro,Central,South,686,High,1133,Moderate,45,1,56.73,38.43,Cloudy,2026-06-16 22:46:00,1,On Time,Source,1,18.515392,73.853159
TR-0211,Bengaluru,Karnataka,R-036,Bus,West,East,608,Low,66,High,15,24,92.06,10.36,Cloudy,2026-01-29 22:16:00,0,Delayed,Source,1,12.943502,77.525716
TR-0321,Bengaluru,Karnataka,R-036,Auto,East,South,426,Very High,3,High,27,18,70.0,20.64,Hazy,2026-04-19 11:10:00,0,Delayed,Source,1,13.00019,77.659082
TR-0022,Mumbai,Maharashtra,R-036,E-Rickshaw,West,East,,,,High,,,,,Rain,2026-02-18 13:14:00,,,Destination,2,19.081882,72.938192
TR-0148,Pune,Maharashtra,R-036,Metro,Central,South,,,,Moderate,,,,,Cloudy,2026-06-16 22:46:00,,,Destination,2,18.47711,73.857721
TR-0211,Bengaluru,Karnataka,R-036,Bus,West,East,,,,High,,,,,Cloudy,2026-01-29 22:16:00,,,Destination,2,12.981324,77.640856
TR-0321,Bengaluru,Karnataka,R-036,Auto,East,South,,,,High,,,,,Hazy,2026-04-19 11:10:00,,,Destination,2,12.913766,77.58871
TR-0264,Jaipur,Rajasthan,R-037,Bus,West,East,898,Very High,52,Moderate,38,7,55.26,48.73,Cloudy,2026-03-10 12:08:00,0,Delayed,Source,1,26.897723,75.710116
TR-0302,Bengaluru,Karnataka,R-037,Auto,North,South,657,High,3,Moderate,33,5,70.55,34.17,Clear,2026-03-29 14:25:00,1,On Time,Source,1,13.038602,77.633847
TR-0483,Delhi,Delhi,R-037,Taxi,Central,East,938,Low,4,High,23,27,19.41,38.69,Hazy,2026-04-23 19:08:00,0,Delayed,Source,1,28.622239,77.213857
TR-0264,Jaipur,Rajasthan,R-037,Bus,West,East,,,,Moderate,,,,,Cloudy,2026-03-10 12:08:00,,,Destination,2,26.920389,75.844573
TR-0302,Bengaluru,Karnataka,R-037,Auto,North,South,,,,Moderate,,,,,Clear,2026-03-29 14:25:00,,,Destination,2,12.89609,77.599357
TR-0483,Delhi,Delhi,R-037,Taxi,Central,East,,,,High,,,,,Hazy,2026-04-23 19:08:00,,,Destination,2,28.624966,77.257414
TR-0032,Mumbai,Maharashtra,R-038,Bus,West,East,142,High,65,Moderate,30,4,55.55,56.26,Clear,2026-01-03 00:05:00,1,On Time,Source,1,19.09052,72.842135
TR-0038,Surat,Gujarat,R-038,Bus,West,Central,333,Medium,64,High,23,1,51.91,31.45,Rain,2026-01-17 10:58:00,1,On Time,Source,1,21.145381,72.762908
TR-0140,Jaipur,Rajasthan,R-038,Metro,South,East,755,High,707,Low,47,21,22.95,37.74,Rain,2026-06-06 14:37:00,0,Delayed,Source,1,26.854635,75.766209
TR-0142,Coimbatore,Tamil Nadu,R-038,Metro,Central,East,31,Medium,761,Moderate,39,16,54.82,45.86,Cloudy,2026-06-12 19:58:00,0,Delayed,Source,1,10.999466,76.972964
TR-0156,Visakhapatnam,Andhra Pradesh,R-038,Taxi,East,North,768,High,4,Moderate,35,15,84.4,54.67,Clear,2026-01-31 09:02:00,0,Delayed,Source,1,17.697944,83.270339
TR-0171,Mumbai,Maharashtra,R-038,Metro,West,Central,921,Low,869,Severe,12,11,24.84,18.2,Hazy,2026-03-17 23:54:00,0,Delayed,Source,1,19.076513,72.840372
TR-0175,Nagpur,Maharashtra,R-038,Bus,East,South,612,High,60,Moderate,44,2,41.57,24.94,Rain,2026-01-17 16:53:00,1,On Time,Source,1,21.155008,79.148608
TR-0237,Jaipur,Rajasthan,R-038,Bus,South,Central,506,Very High,53,High,30,3,66.57,16.83,Clear,2026-07-19 04:50:00,1,On Time,Source,1,26.826724,75.778997
TR-0312,Kolkata,West Bengal,R-038,E-Rickshaw,South,Central,608,Very High,5,Low,65,26,70.34,20.89,Hazy,2026-01-21 17:56:00,0,Delayed,Source,1,22.526635,88.363757
TR-0409,Indore,Madhya Pradesh,R-038,Bus,North,West,678,Medium,78,Low,55,17,67.92,9.84,Clear,2026-01-08 07:32:00,0,Delayed,Source,1,22.779964,75.879592
TR-0475,Nagpur,Maharashtra,R-038,Metro,East,North,939,Very High,961,High,20,15,64.57,25.08,Clear,2026-01-06 08:14:00,0,Delayed,Source,1,21.170249,79.151393
TR-0032,Mumbai,Maharashtra,R-038,Bus,West,East,,,,Moderate,,,,,Clear,2026-01-03 00:05:00,,,Destination,2,19.097196,72.923559
TR-0038,Surat,Gujarat,R-038,Bus,West,Central,,,,High,,,,,Rain,2026-01-17 10:58:00,,,Destination,2,21.176653,72.814795
TR-0140,Jaipur,Rajasthan,R-038,Metro,South,East,,,,Low,,,,,Rain,2026-06-06 14:37:00,,,Destination,2,26.933082,75.854723
TR-0142,Coimbatore,Tamil Nadu,R-038,Metro,Central,East,,,,Moderate,,,,,Cloudy,2026-06-12 19:58:00,,,Destination,2,11.028505,77.004789
TR-0156,Visakhapatnam,Andhra Pradesh,R-038,Taxi,East,North,,,,Moderate,,,,,Clear,2026-01-31 09:02:00,,,Destination,2,17.74995,83.224875
TR-0171,Mumbai,Maharashtra,R-038,Metro,West,Central,,,,Severe,,,,,Hazy,2026-03-17 23:54:00,,,Destination,2,19.068752,72.874945
TR-0175,Nagpur,Maharashtra,R-038,Bus,East,South,,,,Moderate,,,,,Rain,2026-01-17 16:53:00,,,Destination,2,21.085631,79.076447
TR-0237,Jaipur,Rajasthan,R-038,Bus,South,Central,,,,High,,,,,Clear,2026-07-19 04:50:00,,,Destination,2,26.928587,75.805272
TR-0312,Kolkata,West Bengal,R-038,E-Rickshaw,South,Central,,,,Low,,,,,Hazy,2026-01-21 17:56:00,,,Destination,2,22.5598,88.3645
TR-0409,Indore,Madhya Pradesh,R-038,Bus,North,West,,,,Low,,,,,Clear,2026-01-08 07:32:00,,,Destination,2,22.731255,75.802922
TR-0475,Nagpur,Maharashtra,R-038,Metro,East,North,,,,High,,,,,Clear,2026-01-06 08:14:00,,,Destination,2,21.206577,79.089989
TR-0440,Delhi,Delhi,R-039,Metro,East,South,33,High,1062,High,27,25,87.33,30.71,Clear,2026-01-28 22:42:00,0,Delayed,Source,1,28.62339,77.235708
TR-0440,Delhi,Delhi,R-039,Metro,East,South,,,,High,,,,,Clear,2026-01-28 22:42:00,,,Destination,2,28.54434,77.190149
TR-0162,Visakhapatnam,Andhra Pradesh,R-040,Metro,East,South,74,Medium,1137,Low,64,11,35.05,48.91,Cloudy,2026-07-11 07:28:00,0,Delayed,Source,1,17.714014,83.276586
TR-0288,Jaipur,Rajasthan,R-040,Bus,South,East,302,High,47,Moderate,32,1,57.34,49.48,Clear,2026-06-10 14:45:00,1,On Time,Source,1,26.844476,75.789731
TR-0435,Visakhapatnam,Andhra Pradesh,R-040,Bus,East,Central,30,Very High,78,High,20,4,18.55,57.28,Cloudy,2026-01-12 16:36:00,1,On Time,Source,1,17.693628,83.26421
TR-0452,Coimbatore,Tamil Nadu,R-040,Metro,Central,South,798,High,832,High,28,10,35.75,33.43,Rain,2026-06-15 21:01:00,0,Delayed,Source,1,11.005577,76.950472
TR-0162,Visakhapatnam,Andhra Pradesh,R-040,Metro,East,South,,,,Low,,,,,Cloudy,2026-07-11 07:28:00,,,Destination,2,17.617475,83.204884
TR-0288,Jaipur,Rajasthan,R-040,Bus,South,East,,,,Moderate,,,,,Clear,2026-06-10 14:45:00,,,Destination,2,26.936943,75.854677
TR-0435,Visakhapatnam,Andhra Pradesh,R-040,Bus,East,Central,,,,High,,,,,Cloudy,2026-01-12 16:36:00,,,Destination,2,17.679569,83.218521
TR-0452,Coimbatore,Tamil Nadu,R-040,Metro,Central,South,,,,High,,,,,Rain,2026-06-15 21:01:00,,,Destination,2,10.94164,76.930748
TR-0093,Coimbatore,Tamil Nadu,R-041,Metro,Central,West,45,Medium,883,High,15,0,23.61,17.39,Cloudy,2026-03-12 21:54:00,1,On Time,Source,1,11.030717,76.951277
TR-0102,Lucknow,Uttar Pradesh,R-041,Bus,West,North,489,Medium,74,Low,64,3,15.8,53.25,Cloudy,2026-04-15 13:21:00,1,On Time,Source,1,26.827382,80.916295
TR-0116,Ahmedabad,Gujarat,R-041,Bus,North,South,504,Very High,60,Low,47,23,75.97,34.07,Cloudy,2026-02-16 02:18:00,0,Delayed,Source,1,23.084623,72.546115
TR-0222,Surat,Gujarat,R-041,Bus,North,East,623,High,68,Moderate,44,22,77.11,50.43,Rain,2026-03-23 10:06:00,0,Delayed,Source,1,21.231888,72.83949
TR-0223,Jaipur,Rajasthan,R-041,Auto,East,South,150,Medium,3,Moderate,44,14,78.34,44.2,Hazy,2026-07-06 17:57:00,0,Delayed,Source,1,26.905577,75.858142
TR-0235,Nagpur,Maharashtra,R-041,Metro,West,South,40,Low,1016,High,29,20,38.46,51.47,Hazy,2026-05-07 06:39:00,0,Delayed,Source,1,21.126943,79.035375
TR-0357,Indore,Madhya Pradesh,R-041,Auto,North,South,763,Low,3,High,28,9,38.37,11.34,Clear,2026-06-08 17:43:00,0,Delayed,Source,1,22.756869,75.870791
TR-0093,Coimbatore,Tamil Nadu,R-041,Metro,Central,West,,,,High,,,,,Cloudy,2026-03-12 21:54:00,,,Destination,2,11.01331,76.915852
TR-0102,Lucknow,Uttar Pradesh,R-041,Bus,West,North,,,,Low,,,,,Cloudy,2026-04-15 13:21:00,,,Destination,2,26.897135,80.952816
TR-0116,Ahmedabad,Gujarat,R-041,Bus,North,South,,,,Low,,,,,Cloudy,2026-02-16 02:18:00,,,Destination,2,22.975371,72.563737
TR-0222,Surat,Gujarat,R-041,Bus,North,East,,,,Moderate,,,,,Rain,2026-03-23 10:06:00,,,Destination,2,21.185042,72.879508
TR-0223,Jaipur,Rajasthan,R-041,Auto,East,South,,,,Moderate,,,,,Hazy,2026-07-06 17:57:00,,,Destination,2,26.860971,75.764288
TR-0235,Nagpur,Maharashtra,R-041,Metro,West,South,,,,High,,,,,Hazy,2026-05-07 06:39:00,,,Destination,2,21.096323,79.080538
TR-0357,Indore,Madhya Pradesh,R-041,Auto,North,South,,,,High,,,,,Clear,2026-06-08 17:43:00,,,Destination,2,22.687306,75.837095
TR-0048,Coimbatore,Tamil Nadu,R-042,Metro,West,North,912,High,810,High,15,1,11.91,53.11,Clear,2026-01-18 02:58:00,1,On Time,Source,1,11.007756,76.91296
TR-0419,Visakhapatnam,Andhra Pradesh,R-042,Auto,Central,East,923,Medium,3,High,16,19,54.65,14.3,Rain,2026-05-05 09:46:00,0,Delayed,Source,1,17.671309,83.213616
TR-0494,Mumbai,Maharashtra,R-042,Auto,East,South,556,High,3,Moderate,45,25,29.8,5.48,Clear,2026-07-21 21:28:00,0,Delayed,Source,1,19.104754,72.932405
TR-0048,Coimbatore,Tamil Nadu,R-042,Metro,West,North,,,,High,,,,,Clear,2026-01-18 02:58:00,,,Destination,2,11.04684,76.95039
TR-0419,Visakhapatnam,Andhra Pradesh,R-042,Auto,Central,East,,,,High,,,,,Rain,2026-05-05 09:46:00,,,Destination,2,17.696968,83.280265
TR-0494,Mumbai,Maharashtra,R-042,Auto,East,South,,,,Moderate,,,,,Clear,2026-07-21 21:28:00,,,Destination,2,19.031618,72.853158
TR-0143,Hyderabad,Telangana,R-043,Train,North,West,970,High,768,Low,61,15,92.01,24.52,Cloudy,2026-07-14 00:10:00,0,Delayed,Source,1,17.440648,78.51286
TR-0477,Chennai,Tamil Nadu,R-043,E-Rickshaw,East,Central,721,Medium,5,Moderate,40,17,25.91,52.57,Rain,2026-01-20 12:44:00,0,Delayed,Source,1,13.075562,80.303339
TR-0143,Hyderabad,Telangana,R-043,Train,North,West,,,,Low,,,,,Cloudy,2026-07-14 00:10:00,,,Destination,2,17.378166,78.413407
TR-0477,Chennai,Tamil Nadu,R-043,E-Rickshaw,East,Central,,,,Moderate,,,,,Rain,2026-01-20 12:44:00,,,Destination,2,13.065392,80.280943
TR-0017,Bengaluru,Karnataka,R-044,Bus,South,West,920,High,72,High,17,28,16.24,10.54,Cloudy,2026-02-04 22:16:00,0,Delayed,Source,1,12.904822,77.590145
TR-0064,Bengaluru,Karnataka,R-044,Auto,East,South,600,Medium,3,Moderate,34,23,62.68,52.75,Hazy,2026-07-08 19:49:00,0,Delayed,Source,1,12.978489,77.664404
TR-0265,Surat,Gujarat,R-044,Bus,West,East,410,Very High,62,High,21,30,62.27,56.08,Cloudy,2026-03-18 13:04:00,0,Delayed,Source,1,21.168054,72.768104
TR-0356,Jaipur,Rajasthan,R-044,Bus,Central,North,738,Medium,41,High,27,27,35.81,21.15,Rain,2026-07-30 13:21:00,0,Delayed,Source,1,26.926155,75.786146
TR-0476,Nagpur,Maharashtra,R-044,Auto,North,Central,546,Medium,3,High,17,22,89.77,34.79,Cloudy,2026-05-29 07:43:00,0,Delayed,Source,1,21.201447,79.082285
TR-0017,Bengaluru,Karnataka,R-044,Bus,South,West,,,,High,,,,,Cloudy,2026-02-04 22:16:00,,,Destination,2,12.963989,77.532397
TR-0064,Bengaluru,Karnataka,R-044,Auto,East,South,,,,Moderate,,,,,Hazy,2026-07-08 19:49:00,,,Destination,2,12.924387,77.567896
TR-0265,Surat,Gujarat,R-044,Bus,West,East,,,,High,,,,,Cloudy,2026-03-18 13:04:00,,,Destination,2,21.172331,72.87636
TR-0356,Jaipur,Rajasthan,R-044,Bus,Central,North,,,,High,,,,,Rain,2026-07-30 13:21:00,,,Destination,2,26.972866,75.794701
TR-0476,Nagpur,Maharashtra,R-044,Auto,North,Central,,,,High,,,,,Cloudy,2026-05-29 07:43:00,,,Destination,2,21.152489,79.095787
TR-0088,Jaipur,Rajasthan,R-045,Taxi,North,Central,251,Low,4,High,19,19,46.21,53.08,Clear,2026-01-14 02:23:00,0,Delayed,Source,1,26.976069,75.792826
TR-0089,Hyderabad,Telangana,R-045,Metro,Central,East,902,Low,518,High,24,3,21.01,45.45,Clear,2026-05-26 19:48:00,1,On Time,Source,1,17.397289,78.49381
TR-0109,Ahmedabad,Gujarat,R-045,Taxi,South,West,598,High,4,Moderate,41,22,58.83,52.4,Cloudy,2026-07-07 11:33:00,0,Delayed,Source,1,22.938071,72.580096
TR-0221,Delhi,Delhi,R-045,Metro,Central,South,676,High,710,High,20,0,13.58,20.07,Rain,2026-03-20 11:26:00,1,On Time,Source,1,28.639538,77.193836
TR-0253,Pune,Maharashtra,R-045,Metro,South,Central,324,High,1180,Moderate,32,19,66.34,9.14,Cloudy,2026-06-04 06:41:00,0,Delayed,Source,1,18.46537,73.860094
TR-0490,Pune,Maharashtra,R-045,Metro,Central,North,83,Medium,561,Low,61,17,37.77,59.55,Hazy,2026-04-16 01:01:00,0,Delayed,Source,1,18.523847,73.868025
TR-0088,Jaipur,Rajasthan,R-045,Taxi,North,Central,,,,High,,,,,Clear,2026-01-14 02:23:00,,,Destination,2,26.933124,75.782504
TR-0089,Hyderabad,Telangana,R-045,Metro,Central,East,,,,High,,,,,Clear,2026-05-26 19:48:00,,,Destination,2,17.40434,78.535086
TR-0109,Ahmedabad,Gujarat,R-045,Taxi,South,West,,,,Moderate,,,,,Cloudy,2026-07-07 11:33:00,,,Destination,2,23.010267,72.507176
TR-0221,Delhi,Delhi,R-045,Metro,Central,South,,,,High,,,,,Rain,2026-03-20 11:26:00,,,Destination,2,28.54769,77.206368
TR-0253,Pune,Maharashtra,R-045,Metro,South,Central,,,,Moderate,,,,,Cloudy,2026-06-04 06:41:00,,,Destination,2,18.50789,73.845863
TR-0490,Pune,Maharashtra,R-045,Metro,Central,North,,,,Low,,,,,Hazy,2026-04-16 01:01:00,,,Destination,2,18.568221,73.856275
TR-0044,Kolkata,West Bengal,R-046,Auto,West,South,634,High,3,High,27,1,24.97,45.59,Rain,2026-06-30 03:50:00,1,On Time,Source,1,22.584331,88.30865
TR-0117,Delhi,Delhi,R-046,Auto,East,West,152,High,3,Severe,12,13,46.68,27.39,Cloudy,2026-03-16 02:07:00,0,Delayed,Source,1,28.630081,77.272588
TR-0258,Ahmedabad,Gujarat,R-046,Bus,Central,South,244,High,80,High,24,1,70.86,52.22,Clear,2026-03-28 09:41:00,1,On Time,Source,1,23.020509,72.568784
TR-0418,Lucknow,Uttar Pradesh,R-046,E-Rickshaw,West,Central,162,High,5,High,15,19,32.71,37.27,Rain,2026-06-03 22:49:00,0,Delayed,Source,1,26.861753,80.886084
TR-0044,Kolkata,West Bengal,R-046,Auto,West,South,,,,High,,,,,Rain,2026-06-30 03:50:00,,,Destination,2,22.506814,88.342984
TR-0117,Delhi,Delhi,R-046,Auto,East,West,,,,Severe,,,,,Cloudy,2026-03-16 02:07:00,,,Destination,2,28.608957,77.146874
TR-0258,Ahmedabad,Gujarat,R-046,Bus,Central,South,,,,High,,,,,Clear,2026-03-28 09:41:00,,,Destination,2,22.966752,72.567291
TR-0418,Lucknow,Uttar Pradesh,R-046,E-Rickshaw,West,Central,,,,High,,,,,Rain,2026-06-03 22:49:00,,,Destination,2,26.843892,80.956563
TR-0028,Bengaluru,Karnataka,R-047,Bus,East,North,537,High,66,Moderate,31,24,71.9,33.14,Rain,2026-03-04 15:16:00,0,Delayed,Source,1,12.97624,77.643892
TR-0096,Mumbai,Maharashtra,R-047,Metro,Central,West,803,Medium,1066,High,19,14,92.36,34.32,Cloudy,2026-03-01 19:05:00,0,Delayed,Source,1,19.06636,72.85214
TR-0134,Jaipur,Rajasthan,R-047,Auto,West,Central,989,High,3,High,30,21,46.52,17.13,Cloudy,2026-08-01 21:20:00,0,Delayed,Source,1,26.889353,75.71927
TR-0173,Jaipur,Rajasthan,R-047,Metro,Central,East,908,Medium,569,Moderate,33,22,69.28,56.24,Hazy,2026-08-02 07:22:00,0,Delayed,Source,1,26.924623,75.790794
TR-0213,Ahmedabad,Gujarat,R-047,Metro,East,North,714,Medium,502,High,30,29,46.2,30.78,Hazy,2026-03-02 16:59:00,0,Delayed,Source,1,23.028291,72.639
TR-0274,Delhi,Delhi,R-047,Taxi,South,East,939,High,4,Moderate,32,21,83.6,58.84,Rain,2026-03-10 23:39:00,0,Delayed,Source,1,28.551127,77.18624
TR-0369,Coimbatore,Tamil Nadu,R-047,Auto,East,North,25,Medium,3,Moderate,38,26,94.42,13.42,Cloudy,2026-07-06 06:48:00,0,Delayed,Source,1,11.025076,77.008819
TR-0417,Jaipur,Rajasthan,R-047,Auto,Central,North,862,Medium,3,Severe,9,2,13.76,39.31,Hazy,2026-03-03 11:18:00,1,On Time,Source,1,26.926638,75.764603
TR-0028,Bengaluru,Karnataka,R-047,Bus,East,North,,,,Moderate,,,,,Rain,2026-03-04 15:16:00,,,Destination,2,13.016814,77.597892
TR-0096,Mumbai,Maharashtra,R-047,Metro,Central,West,,,,High,,,,,Cloudy,2026-03-01 19:05:00,,,Destination,2,19.05624,72.820237
TR-0134,Jaipur,Rajasthan,R-047,Auto,West,Central,,,,High,,,,,Cloudy,2026-08-01 21:20:00,,,Destination,2,26.920552,75.773514
TR-0173,Jaipur,Rajasthan,R-047,Metro,Central,East,,,,Moderate,,,,,Hazy,2026-08-02 07:22:00,,,Destination,2,26.917406,75.84723
TR-0213,Ahmedabad,Gujarat,R-047,Metro,East,North,,,,High,,,,,Hazy,2026-03-02 16:59:00,,,Destination,2,23.081567,72.57739
TR-0274,Delhi,Delhi,R-047,Taxi,South,East,,,,Moderate,,,,,Rain,2026-03-10 23:39:00,,,Destination,2,28.625714,77.279856
TR-0369,Coimbatore,Tamil Nadu,R-047,Auto,East,North,,,,Moderate,,,,,Cloudy,2026-07-06 06:48:00,,,Destination,2,11.072181,76.966708
TR-0417,Jaipur,Rajasthan,R-047,Auto,Central,North,,,,Severe,,,,,Hazy,2026-03-03 11:18:00,,,Destination,2,26.959739,75.810033
TR-0177,Surat,Gujarat,R-048,Bus,South,Central,408,Medium,56,High,26,11,83.32,38.65,Clear,2026-03-12 10:49:00,0,Delayed,Source,1,21.117127,72.82174
TR-0181,Bengaluru,Karnataka,R-048,Metro,North,East,519,High,524,Severe,11,1,16.91,17.92,Clear,2026-05-29 21:44:00,1,On Time,Source,1,13.036828,77.604524
TR-0311,Lucknow,Uttar Pradesh,R-048,Auto,South,East,617,High,3,Moderate,42,8,55.78,8.01,Hazy,2026-02-23 02:08:00,0,Delayed,Source,1,26.813995,80.950115
TR-0378,Kochi,Kerala,R-048,Taxi,North,East,448,Medium,4,Low,52,30,83.52,5.77,Rain,2026-07-23 19:36:00,0,Delayed,Source,1,9.99578,76.279407
TR-0397,Bengaluru,Karnataka,R-048,Bus,North,Central,567,Low,52,High,21,14,45.52,42.76,Rain,2026-01-04 21:21:00,0,Delayed,Source,1,13.027416,77.586298
TR-0177,Surat,Gujarat,R-048,Bus,South,Central,,,,High,,,,,Clear,2026-03-12 10:49:00,,,Destination,2,21.190882,72.837089
TR-0181,Bengaluru,Karnataka,R-048,Metro,North,East,,,,Severe,,,,,Clear,2026-05-29 21:44:00,,,Destination,2,12.97615,77.653675
TR-0311,Lucknow,Uttar Pradesh,R-048,Auto,South,East,,,,Moderate,,,,,Hazy,2026-02-23 02:08:00,,,Destination,2,26.863594,80.974963
TR-0378,Kochi,Kerala,R-048,Taxi,North,East,,,,Low,,,,,Rain,2026-07-23 19:36:00,,,Destination,2,9.925976,76.343739
TR-0397,Bengaluru,Karnataka,R-048,Bus,North,Central,,,,High,,,,,Rain,2026-01-04 21:21:00,,,Destination,2,12.965457,77.595205
TR-0105,Kolkata,West Bengal,R-049,E-Rickshaw,East,South,117,High,5,High,30,13,14.45,50.83,Hazy,2026-05-04 00:25:00,0,Delayed,Source,1,22.575259,88.418456
TR-0306,Lucknow,Uttar Pradesh,R-049,Bus,Central,East,658,Medium,48,Moderate,36,0,93.69,34.98,Hazy,2026-05-04 07:44:00,1,On Time,Source,1,26.850024,80.962488
TR-0338,Delhi,Delhi,R-049,Bus,Central,East,712,High,56,High,30,8,15.9,42.98,Rain,2026-02-23 21:04:00,0,Delayed,Source,1,28.596252,77.218668
TR-0391,Nagpur,Maharashtra,R-049,Taxi,South,East,256,Medium,4,High,28,20,25.04,59.61,Hazy,2026-01-15 09:03:00,0,Delayed,Source,1,21.101041,79.093028
TR-0105,Kolkata,West Bengal,R-049,E-Rickshaw,East,South,,,,High,,,,,Hazy,2026-05-04 00:25:00,,,Destination,2,22.512448,88.345591
TR-0306,Lucknow,Uttar Pradesh,R-049,Bus,Central,East,,,,Moderate,,,,,Hazy,2026-05-04 07:44:00,,,Destination,2,26.866573,81.015893
TR-0338,Delhi,Delhi,R-049,Bus,Central,East,,,,High,,,,,Rain,2026-02-23 21:04:00,,,Destination,2,28.639528,77.253332
TR-0391,Nagpur,Maharashtra,R-049,Taxi,South,East,,,,High,,,,,Hazy,2026-01-15 09:03:00,,,Destination,2,21.153079,79.145516
TR-0119,Mumbai,Maharashtra,R-050,Taxi,East,South,47,Very High,4,Moderate,37,27,31.12,21.68,Rain,2026-01-22 03:12:00,0,Delayed,Source,1,19.066165,72.947137
TR-0231,Coimbatore,Tamil Nadu,R-050,Auto,East,North,32,High,3,Moderate,45,29,93.96,55.75,Rain,2026-05-17 00:25:00,0,Delayed,Source,1,11.002104,77.015075
TR-0275,Kolkata,West Bengal,R-050,Taxi,West,South,966,Very High,4,High,26,12,96.47,54.66,Rain,2026-02-05 16:04:00,0,Delayed,Source,1,22.552181,88.310074
TR-0381,Surat,Gujarat,R-050,Bus,North,Central,461,Low,44,Severe,10,28,51.62,56.75,Rain,2026-01-17 17:20:00,0,Delayed,Source,1,21.218831,72.82846
