Trip_ID,RouteID,StopID,Timestamp,Mode of Transport,Distance Traveled (In Miles),Frequency(Per Week),Start Location,End Location,Fuel Type,Fuel Efficiency,Monthly Emissions (kg CO2)
T383,228F,10281,3/2/2024 7:50,Bike,7,3,"Sivakasi, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,26,28.43
T384,251,12763,3/2/2024 7:55,Car,22,1,"Karur, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,30,25.81
T385,361,11550,3/2/2024 8:00,Bike,7,1,"Nagapattinam, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,29,8.5
T386,171,13758,3/2/2024 8:05,Car,9,3,"Tirunelveli, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,23,41.32
T387,861,13509,3/2/2024 8:10,Car,7,5,"Namakkal, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,23,53.57
T388,G10,13460,3/2/2024 8:15,Car,14,4,"Hosur, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,22,89.6
T389,263,14248,3/2/2024 8:20,Car,6,5,"Nagapattinam, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,28,37.71
T390,400,10241,3/2/2024 8:25,Car,18,5,"Tiruchirappalli, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,27,117.33
T391,G10,13888,3/2/2024 8:30,Car,6,3,"Nagapattinam, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,22,28.8
T392,252,12719,3/2/2024 8:35,Car,19,1,"Erode, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,27,24.77
T393,542,10919,3/2/2024 8:40,Car,2,3,"Karur, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,29,7.28
T394,101,12966,3/2/2024 8:45,Car,7,5,"Thoothukudi, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,24,51.33
T395,178,13300,3/2/2024 8:50,Bike,2,3,"Nagapattinam, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,28,7.54
T396,251A,11815,3/2/2024 8:55,Car,24,5,"Tiruchirappalli, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,27,156.44
T397,719,18486,3/2/2024 9:00,Bike,10,4,"Chennai, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",gasoline,26,54.15
T398,263,16589,3/2/2024 9:05,Bike,3,1,"Hosur, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",gasoline,27,3.91
T399,H30,13364,3/2/2024 9:10,Car,25,2,"Thoothukudi, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,25,70.4
T400,273,12541,3/2/2024 9:15,Bike,1,2,"Madurai, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,30,2.35
T401,222,11967,3/2/2024 9:20,Bike,20,2,"Madurai, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,24,58.67
T402,190,14412,3/2/2024 9:25,Bike,25,5,"Salem, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",gasoline,24,183.33
T403,252,11616,3/2/2024 9:30,Car,9,5,"Madurai, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,28,56.57
T404,141,13312,3/2/2024 9:35,Bike,7,2,"Hosur, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",gasoline,25,19.71
T405,235,12696,3/2/2024 9:40,Bike,16,4,"Dindigul, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,23,97.95
T406,167,14058,3/2/2024 9:45,Bike,20,4,"Cuddalore, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,26,108.31
T407,190,14402,3/2/2024 9:50,Car,10,4,"Chennai, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,24,58.67
T408,H22,16415,3/2/2024 9:55,Bike,11,2,"Sivakasi, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",gasoline,29,26.7
T409,300,12228,3/2/2024 10:00,Bike,16,3,"Coimbatore, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,24,70.4
T410,167,14253,3/2/2024 10:05,Car,3,4,"Salem, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,23,18.37
T411,W90,13756,3/2/2024 10:10,Bike,2,1,"Thanjavur, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,21,3.35
T412,273,12473,3/2/2024 10:15,Car,10,1,"Salem, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,22,16.0
T413,170,13292,3/2/2024 10:20,Bike,7,1,"Kanchipuram, Tamil Nadu, India","Chennai, Tamil Nadu, India",electric,27,9.13
T414,W90,13350,3/2/2024 10:25,Car,7,2,"Cuddalore, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,26,18.95
T415,232,13440,3/2/2024 10:30,Car,23,2,"Salem, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,24,67.47
T416,720,14221,3/2/2024 10:35,Car,11,4,"Namakkal, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,27,57.36
T417,556,11517,3/2/2024 10:40,Car,20,1,"Nagercoil, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,20,35.2
T418,741,16179,3/2/2024 10:45,Bike,5,3,"Tirunelveli, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,20,26.4
T419,168,13728,3/2/2024 10:50,Bike,16,3,"Dindigul, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,20,84.48
T420,W90,13013,3/2/2024 10:55,Bike,14,2,"Dindigul, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,20,49.28
T421,502X,13326,3/2/2024 11:00,Car,14,4,"Vellore, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,20,98.56
T422,839,17655,3/2/2024 11:05,Bike,5,3,"Cuddalore, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,29,18.21
T423,117,12616,3/2/2024 11:10,Car,22,3,"Tiruchirappalli, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,30,77.44
T424,861,13472,3/2/2024 11:15,Car,15,1,"Thanjavur, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,26,20.31
T425,545X,11051,3/2/2024 11:20,Car,16,5,"Hosur, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,21,134.1
T426,441,10159,3/2/2024 11:25,Car,22,5,"Vellore, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,23,168.35
T427,G10A,13556,3/2/2024 11:30,Car,22,4,"Hosur, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,22,140.8
T428,734,15529,3/2/2024 11:35,Car,5,5,"Thanjavur, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,30,29.33
T429,494,18241,3/2/2024 11:40,Bike,2,5,"Coimbatore, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,24,14.67
T430,142,13416,3/2/2024 11:45,Bike,17,5,"Tirunelveli, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,27,110.81
T431,G40,10744,3/2/2024 11:50,Car,3,5,"Tirunelveli, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,22,24.0
T432,117,12747,3/2/2024 11:55,Car,3,3,"Salem, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,23,13.77
T433,B10,13209,3/2/2024 12:00,Car,17,2,"Sivakasi, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,29,41.27
T434,H30S,13194,3/2/2024 12:05,Car,14,5,"Nagapattinam, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,23,107.13
T435,254X,11747,3/2/2024 12:10,Car,10,1,"Erode, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,24,14.67
T436,542X,11043,3/2/2024 12:15,Car,6,1,"Erode, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,20,10.56
T437,253,13069,3/2/2024 12:20,Car,23,4,"Vellore, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,25,129.54
T438,H30,12893,3/2/2024 12:25,Car,16,3,"Hosur, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,27,62.58
T439,333,11511,3/2/2024 12:30,Car,17,5,"Dindigul, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,20,149.6
T440,600,15139,3/2/2024 12:35,Car,7,4,"Tiruppur, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,26,37.91
T441,157,12415,3/2/2024 12:40,Car,1,5,"Kanchipuram, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,30,5.87
T442,C1,13365,3/2/2024 12:45,Car,6,3,"Madurai, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,21,30.17
T443,M44,13566,3/2/2024 12:50,Bike,16,1,"Salem, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,22,25.6
T444,H20,13373,3/2/2024 12:55,Car,23,3,"Namakkal, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,25,97.15
T445,H32,16472,3/2/2024 13:00,Car,23,2,"Hosur, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,22,73.6
T446,506,11393,3/2/2024 13:05,Car,3,3,"Vellore, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,27,11.73
T447,H30,18492,3/2/2024 13:10,Car,2,1,"Karur, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,30,2.35
T448,G21,15290,3/2/2024 13:15,Car,15,5,"Tiruchirappalli, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,21,125.71
T449,241A,13863,3/2/2024 13:20,Bike,5,2,"Sivakasi, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,28,12.57
T450,J1,16408,3/2/2024 13:25,Bike,9,3,"Salem, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,22,43.2
T451,200C,13917,3/2/2024 13:30,Car,8,4,"Erode, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,24,46.93
T452,G10,14457,3/2/2024 13:35,Car,6,2,"Nagercoil, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,20,21.12
T453,502,11802,3/2/2024 13:40,Car,6,4,"Madurai, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,27,31.29
T454,720H,17969,3/2/2024 13:45,Car,5,4,"Nagercoil, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,24,29.33
T455,B10C,13089,3/2/2024 13:50,Car,9,5,"Madurai, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,27,58.67
T456,171,14336,3/2/2024 13:55,Car,22,4,"Hosur, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,23,134.68
T457,864,15329,3/2/2024 14:00,Car,4,3,"Tiruchirappalli, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,29,14.57
T458,235,12861,3/2/2024 14:05,Car,1,2,"Kanchipuram, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,20,3.52
T459,300,14102,3/2/2024 14:10,Car,13,3,"Nagercoil, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,21,65.37
T460,251,12763,3/2/2024 14:15,Car,13,5,"Madurai, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,23,99.48
T461,H21,16395,3/2/2024 14:20,Car,19,4,"Sivakasi, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",gasoline,21,127.39
T462,H33,16457,3/2/2024 14:25,Car,19,5,"Namakkal, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,22,152.0
T463,404,10594,3/2/2024 14:30,Bike,24,2,"Thanjavur, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,23,73.46
T464,239,13283,3/2/2024 14:35,Car,21,4,"Chennai, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,30,98.56
T465,720,14676,3/2/2024 14:40,Bike,5,5,"Tiruchirappalli, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,23,38.26
T466,228F,10711,3/2/2024 14:45,Car,6,4,"Erode, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,26,32.49
T467,300,12991,3/2/2024 14:50,Car,11,3,"Sivakasi, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,23,50.5
T468,541X,11282,3/2/2024 14:55,Car,4,3,"Vellore, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,26,16.25
T469,144,13529,3/2/2024 15:00,Car,4,1,"Cuddalore, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,26,5.42
T470,271,12680,3/2/2024 15:05,Car,15,3,"Karur, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,28,56.57
T471,118,12602,3/2/2024 15:10,Car,9,5,"Tiruppur, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,24,66.0
T472,G10,13078,3/2/2024 15:15,Bike,17,4,"Vellore, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,21,113.98
T473,B10,13256,3/2/2024 15:20,Car,5,1,"Thanjavur, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,26,6.77
T474,M44,13452,3/2/2024 15:25,Bike,13,3,"Madurai, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,21,65.37
T475,838H,18183,3/2/2024 15:30,Car,11,5,"Thoothukudi, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,25,77.44
T476,G40,10893,3/2/2024 15:35,Car,18,5,"Madurai, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,25,126.72
T477,281,13299,3/2/2024 15:40,Car,19,5,"Thoothukudi, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,24,139.33
T478,546X,11403,3/2/2024 15:45,Car,4,1,"Namakkal, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,23,6.12
T479,452,10056,3/2/2024 15:50,Car,24,3,"Tirunelveli, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,28,90.51
T480,864F,15103,3/2/2024 15:55,Bike,21,2,"Kanchipuram, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,27,54.76
T481,G10B,12378,3/2/2024 16:00,Car,2,4,"Hosur, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,23,12.24
T482,C2,17332,3/2/2024 16:05,Bike,6,2,"Sivakasi, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,24,17.6
T483,G21,15503,3/2/2024 16:10,Car,20,1,"Dindigul, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,28,25.14
T484,232,12326,3/2/2024 16:15,Car,14,5,"Hosur, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,30,82.13
T485,J7,12747,3/2/2024 16:20,Car,7,4,"Erode, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,25,39.42
T486,W91,13287,3/2/2024 16:25,Car,9,3,"Coimbatore, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,24,39.6
T487,222,18395,3/2/2024 16:30,Car,4,5,"Hosur, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,27,26.07
T488,J2,13306,3/2/2024 16:35,Car,22,5,"Thanjavur, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,27,143.41
T489,172,14215,3/2/2024 16:40,Car,3,3,"Madurai, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",gasoline,26,12.18
T490,253X,13261,3/2/2024 16:45,Car,5,3,"Cuddalore, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,30,17.6
T491,H32,16415,3/2/2024 16:50,Car,2,5,"Namakkal, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,30,11.73
T492,720,14776,3/2/2024 16:55,Car,2,5,"Erode, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,27,13.04
T493,H20,12418,3/2/2024 17:00,Car,9,2,"Salem, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,27,23.47
T494,230,12608,3/2/2024 17:05,Car,15,3,"Dindigul, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,23,68.87
T495,271,11618,3/2/2024 17:10,Car,10,2,"Chennai, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,30,23.47
T496,B10,12967,3/2/2024 17:15,Car,2,5,"Nagercoil, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,29,12.14
T497,300,13217,3/2/2024 17:20,Car,18,2,"Tiruchirappalli, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,20,63.36
T498,228F,12297,3/2/2024 17:25,Bike,25,4,"Nagercoil, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,23,153.04
T499,528,12069,3/2/2024 17:30,Bike,20,5,"Erode, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",gasoline,21,167.62
T500,157,12774,3/2/2024 17:35,Bike,25,3,"Namakkal, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,26,101.54
T501,248F,14506,3/2/2024 17:40,Car,7,2,"Sivakasi, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,30,16.43
T502,190,13978,3/2/2024 17:45,Bike,2,1,"Coimbatore, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,24,2.93
T503,178F,12062,3/2/2024 17:50,Bike,1,2,"Madurai, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,23,3.06
T504,400,10505,3/2/2024 17:55,Car,12,2,"Namakkal, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,23,36.73
T505,228,10239,3/2/2024 18:00,Car,13,3,"Coimbatore, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,20,68.64
T506,200,13969,3/2/2024 18:05,Car,22,3,"Cuddalore, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,23,101.01
T507,232,12163,3/2/2024 18:10,Car,12,5,"Hosur, Tamil Nadu, India","Chennai, Tamil Nadu, India",electric,27,78.22
T508,254,13261,3/2/2024 18:15,Car,22,5,"Nagercoil, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,22,176.0
T509,G10,14741,3/2/2024 18:20,Bike,11,3,"Chennai, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,30,38.72
T510,228,12771,3/2/2024 18:25,Car,15,1,"Thanjavur, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",gasoline,30,17.6
T511,J1,17978,3/2/2024 18:30,Car,11,5,"Cuddalore, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,23,84.17
T512,400,10405,3/2/2024 18:35,Car,5,4,"Vellore, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,25,28.16
T513,M44,13341,3/2/2024 18:40,Car,3,2,"Chennai, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,25,8.45
T514,411,10631,3/2/2024 18:45,Car,20,5,"Vellore, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,28,125.71
T515,174,12842,3/2/2024 18:50,Car,4,2,"Kanchipuram, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,24,11.73
T516,C2,10945,3/2/2024 18:55,Bike,24,3,"Coimbatore, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,29,87.39
T517,H33,16426,3/2/2024 19:00,Car,23,2,"Tiruppur, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,30,53.97
T518,196F,13561,3/2/2024 19:05,Car,21,4,"Vellore, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,27,109.51
T519,230,12326,3/2/2024 19:10,Car,21,5,"Madurai, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,30,123.2
T520,M44,11237,3/2/2024 19:15,Car,24,3,"Coimbatore, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,27,93.87
T521,M44C,14888,3/2/2024 19:20,Car,24,1,"Nagapattinam, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,29,29.13
T522,503,11797,3/2/2024 19:25,Car,19,5,"Namakkal, Tamil Nadu, India","Chennai, Tamil Nadu, India",electric,27,123.85
T523,232R,16279,3/2/2024 19:30,Car,17,2,"Cuddalore, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,26,46.03
T524,252,12567,3/2/2024 19:35,Car,24,1,"Karur, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,26,32.49
T525,681,15542,3/2/2024 19:40,Car,14,5,"Kanchipuram, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,29,84.97
T526,H20,13813,3/2/2024 19:45,Car,6,1,"Vellore, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,20,10.56
T527,864,13707,3/2/2024 19:50,Bike,21,2,"Thanjavur, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,24,61.6
T528,228F,10096,3/2/2024 19:55,Car,5,5,"Nagapattinam, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,26,33.85
T529,W90,13811,3/2/2024 20:00,Car,9,4,"Coimbatore, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,22,57.6
T530,H22,16408,3/2/2024 20:05,Car,25,2,"Sivakasi, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,25,70.4
T531,B10,13242,3/2/2024 20:10,Car,12,2,"Karur, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,28,30.17
T532,300,12215,3/2/2024 20:15,Car,6,1,"Chennai, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,26,8.12
T533,721,15996,3/2/2024 20:20,Bike,15,5,"Madurai, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",electric,30,88.0
T534,720,15474,3/2/2024 20:25,Car,22,4,"Madurai, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",gasoline,29,106.81
T535,J2,13562,3/2/2024 20:30,Bike,5,5,"Nagercoil, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,23,38.26
T536,141,13345,3/2/2024 20:35,Car,4,5,"Nagapattinam, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,23,30.61
T537,254X,11898,3/2/2024 20:40,Car,25,4,"Salem, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,22,160.0
T538,H30,13194,3/2/2024 20:45,Car,24,5,"Salem, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,28,150.86
T539,721F,15362,3/2/2024 20:50,Car,2,4,"Madurai, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,27,10.43
T540,172,13432,3/2/2024 20:55,Car,20,2,"Madurai, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,22,64.0
T541,228F,10281,3/2/2024 21:00,Car,21,3,"Vellore, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,27,82.13
T542,142,13423,3/2/2024 21:05,Car,8,1,"Tirunelveli, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,29,9.71
T543,745,16155,3/2/2024 21:10,Car,21,1,"Dindigul, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,24,30.8
T544,502,10998,3/2/2024 21:15,Bike,25,5,"Madurai, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,28,157.14
T545,J2,16409,3/2/2024 21:20,Car,7,3,"Salem, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,27,27.38
T546,J1,13530,3/2/2024 21:25,Car,21,2,"Thanjavur, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",gasoline,26,56.86
T547,W90,14864,3/2/2024 21:30,Car,14,4,"Dindigul, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,27,73.01
T548,273,12146,3/2/2024 21:35,Car,23,1,"Karur, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,25,32.38
T549,H22,16369,3/2/2024 21:40,Car,17,2,"Tiruchirappalli, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,30,39.89
T550,400,10330,3/2/2024 21:45,Car,2,5,"Dindigul, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,24,14.67
T551,G10,16288,3/2/2024 21:50,Car,22,4,"Tiruchirappalli, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,24,129.07
T552,720H,13461,3/2/2024 21:55,Car,8,4,"Nagapattinam, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,28,40.23
T553,721F,15140,3/2/2024 22:00,Car,19,3,"Tiruppur, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,25,80.26
T554,162,13513,3/2/2024 22:05,Car,4,1,"Madurai, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,23,6.12
T555,B10,13279,3/2/2024 22:10,Car,22,1,"Coimbatore, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,26,29.78
T556,300,15049,3/2/2024 22:15,Car,7,4,"Thanjavur, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,24,41.07
T557,B10,12733,3/2/2024 22:20,Car,2,5,"Erode, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,29,12.14
T558,507,11479,3/2/2024 22:25,Car,3,3,"Dindigul, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,24,13.2
T559,720,15189,3/2/2024 22:30,Car,1,2,"Dindigul, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,23,3.06
T560,232,16279,3/2/2024 22:35,Car,7,3,"Nagapattinam, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,21,35.2
T561,745,16047,3/2/2024 22:40,Car,21,3,"Tiruchirappalli, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,22,100.8
T562,253,12245,3/2/2024 22:45,Car,16,3,"Kanchipuram, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,27,62.58
T563,300,14753,3/2/2024 22:50,Car,23,1,"Nagercoil, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,26,31.14
T564,H20,16420,3/2/2024 22:55,Bike,17,1,"Tiruchirappalli, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,24,24.93
T565,287,13244,3/2/2024 23:00,Car,14,4,"Dindigul, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,27,73.01
T566,300,12747,3/2/2024 23:05,Car,16,3,"Tirunelveli, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,20,84.48
T567,141,13385,3/2/2024 23:10,Car,9,4,"Tirunelveli, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",gasoline,20,63.36
T568,556,11968,3/2/2024 23:15,Car,9,2,"Tirunelveli, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,20,31.68
T569,744,16100,3/2/2024 23:20,Car,16,2,"Sivakasi, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,20,56.32
T570,745A,16047,3/2/2024 23:25,Bike,9,1,"Karur, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,20,15.84
T571,117,12806,3/2/2024 23:30,Bike,4,3,"Tirunelveli, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",electric,29,14.57
T572,178,12004,3/2/2024 23:35,Car,7,3,"Nagercoil, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,30,24.64
T573,228F,17982,3/2/2024 23:40,Car,11,3,"Karur, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,26,44.68
T574,C1,11378,3/2/2024 23:45,Car,14,3,"Nagapattinam, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",gasoline,21,70.4
