Weather_ID,Date and time,Summary,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Cloud Cover,Pressure (millibars)
W60087,2024-09-25 15:10:00,Mostly Cloudy,22.0,22.0,0.64,21.5257,149,11.2056,0.687,1008.09
W60088,2024-09-25 15:15:00,Partly Cloudy,22.066666666666663,22.066666666666663,0.6,20.0606,150,11.2056,0.704,1007.71
W60089,2024-09-25 15:20:00,Partly Cloudy,21.06666666666667,21.06666666666667,0.67,12.6385,144,10.3523,0.721,1007.87
W60090,2024-09-25 15:25:00,Partly Cloudy,17.77777777777778,17.77777777777778,0.84,12.075,120,9.982,0.777,1008.07
W60091,2024-09-25 15:30:00,Partly Cloudy,17.62222222222222,17.62222222222222,0.85,13.9748,130,9.982,0.787,1008.4
W60092,2024-09-25 15:35:00,Partly Cloudy,16.922222222222224,16.922222222222224,0.88,12.8961,130,9.982,0.874,1009.2
W60093,2024-09-25 15:40:00,Partly Cloudy,16.0,16.0,0.93,14.0875,129,9.982,0.777,1009.68
W60094,2024-09-25 15:45:00,Partly Cloudy,16.049999999999997,16.049999999999997,0.9,17.388,121,14.9086,0.82,1009.69
W60095,2024-09-25 15:50:00,Partly Cloudy,15.377777777777778,15.377777777777778,0.91,15.166200000000002,128,14.0875,0.737,1009.93
W60096,2024-09-25 15:55:00,Partly Cloudy,14.422222222222224,14.422222222222224,0.93,16.856700000000004,130,14.812,0.73,1010.37
W60097,2024-09-25 16:00:00,Partly Cloudy,13.983333333333334,13.983333333333334,0.96,17.001600000000003,130,14.812,0.833,1010.36
W60098,2024-09-25 16:05:00,Mostly Cloudy,13.872222222222222,13.872222222222222,0.95,12.9122,130,11.6081,0.759,1010.42
W60099,2024-09-25 16:10:00,Mostly Cloudy,14.355555555555558,14.355555555555558,0.93,16.8245,140,14.731500000000002,0.776,1010.05
W60100,2024-09-25 16:15:00,Overcast,14.333333333333334,14.333333333333334,0.91,20.4792,130,14.731500000000002,1.0,1009.29
W60101,2024-09-25 16:20:00,Mostly Cloudy,14.21111111111111,14.21111111111111,0.91,18.4184,126,13.9748,0.751,1009.15
W60102,2024-09-25 16:25:00,Overcast,14.81666666666667,14.81666666666667,0.88,21.960400000000003,129,9.7566,1.0,1008.7
W60103,2024-09-25 16:30:00,Mostly Cloudy,14.883333333333333,14.883333333333333,0.88,20.4309,129,11.0446,0.701,1008.26
W60104,2024-09-25 16:35:00,Overcast,14.86111111111111,14.86111111111111,0.89,24.7779,127,11.0285,1.0,1007.88
W60105,2024-09-25 16:40:00,Overcast,16.0,16.0,0.87,26.7904,130,11.27,0.892,1007.52
W60106,2024-09-25 16:45:00,Overcast,17.505555555555553,17.505555555555553,0.85,23.8441,139,10.980200000000002,0.926,1007.82
W60107,2024-09-25 16:50:00,Overcast,17.494444444444447,17.494444444444447,0.86,21.670600000000004,139,10.304000000000002,0.952,1007.9
W60108,2024-09-25 16:55:00,Overcast,17.63888888888889,17.63888888888889,0.85,27.0802,139,11.0768,0.922,1007.68
W60109,2024-09-25 17:00:00,Overcast,18.772222222222226,18.772222222222226,0.79,25.76,141,11.125100000000002,0.888,1007.12
W60110,2024-09-25 17:05:00,Breezy and Overcast,20.72222222222222,20.72222222222222,0.7,31.298400000000004,170,10.3523,0.794,1006.95
W60111,2024-09-25 17:10:00,Breezy and Partly Cloudy,20.72777777777777,20.72777777777777,0.74,36.1445,201,11.125100000000002,0.757,1007.44
W60112,2024-09-25 17:15:00,Partly Cloudy,18.53333333333333,18.53333333333333,0.7,12.6385,223,11.125100000000002,0.638,1008.44
W60113,2024-09-25 17:20:00,Mostly Cloudy,15.594444444444443,15.594444444444443,0.8,27.0319,252,11.0768,0.699,1008.96
W60114,2024-09-25 17:25:00,Mostly Cloudy,12.550000000000002,12.550000000000002,0.9,22.4434,261,11.27,0.803,1010.94
W60115,2024-09-25 17:30:00,Partly Cloudy,12.016666666666667,12.016666666666667,0.86,23.6992,280,11.27,0.761,1012.59
W60116,2024-09-25 17:35:00,Mostly Cloudy,11.02777777777778,11.02777777777778,0.87,14.699300000000004,270,11.0768,0.832,1013.5
W60117,2024-09-25 17:40:00,Mostly Cloudy,10.883333333333336,10.883333333333336,0.81,12.783400000000002,261,11.27,0.746,1014.71
W60118,2024-09-25 17:45:00,Partly Cloudy,9.822222222222225,7.383333333333332,0.86,17.838800000000003,279,15.8746,0.766,1015.7
W60119,2024-09-25 17:50:00,Partly Cloudy,8.361111111111109,7.344444444444444,0.9,6.9713,266,15.005200000000002,0.801,1017.1
W60120,2024-09-25 17:55:00,Partly Cloudy,7.138888888888889,6.094444444444444,0.93,6.3434,213,15.8746,0.848,1017.91
W60121,2024-09-25 18:00:00,Partly Cloudy,7.716666666666667,5.699999999999999,0.93,11.2056,211,15.826300000000002,0.787,1018.47
W60122,2024-09-25 18:05:00,Partly Cloudy,6.844444444444445,4.827777777777777,0.96,10.2235,205,14.9569,0.766,1018.73
W60123,2024-09-25 18:10:00,Mostly Cloudy,6.738888888888891,4.588888888888888,0.96,10.8675,173,15.826300000000002,0.794,1018.79
W60124,2024-09-25 18:15:00,Mostly Cloudy,7.177777777777779,4.583333333333333,0.96,14.1036,182,15.826300000000002,0.871,1019.39
W60125,2024-09-25 18:20:00,Mostly Cloudy,7.661111111,5.277777777777778,0.96,13.4113,213,14.9569,0.843,1020.12
W60126,2024-09-25 18:25:00,Mostly Cloudy,7.644444444444442,5.383333333333332,0.96,12.5741,220,11.2056,0.841,1020.4
W60127,2024-09-25 18:30:00,Partly Cloudy,7.622222222222222,5.422222222222221,0.9,12.1555,220,11.2056,0.828,1020.9
W60128,2024-09-25 18:35:00,Partly Cloudy,8.433333333333334,6.977777777777779,0.9,8.9516,221,10.5455,0.816,1021.54
W60129,2024-09-25 18:40:00,Partly Cloudy,10.911111111111111,10.911111111111111,0.78,9.8371,211,10.0464,0.791,1021.91
W60130,2024-09-25 18:45:00,Partly Cloudy,12.68888888888889,12.68888888888889,0.7,10.8675,173,9.982,0.727,1022.49
W60131,2024-09-25 18:50:00,Partly Cloudy,13.599999999999998,13.599999999999998,0.7,11.753,190,9.6278,0.702,1023.04
W60132,2024-09-25 18:55:00,Partly Cloudy,16.038888888888888,16.038888888888888,0.62,11.0285,191,9.982,0.699,1023.29
W60133,2024-09-25 19:00:00,Mostly Cloudy,16.133333333333333,16.133333333333333,0.62,10.722600000000002,183,11.2056,0.7,1022.99
W60134,2024-09-25 19:05:00,Mostly Cloudy,17.188888888888886,17.188888888888886,0.58,10.0625,180,9.982,0.601,1023.11
W60135,2024-09-25 19:10:00,Partly Cloudy,17.800000000000004,17.800000000000004,0.56,9.3219,179,9.982,0.59,1022.96
W60136,2024-09-25 19:15:00,Partly Cloudy,17.800000000000004,17.800000000000004,0.56,10.8675,180,9.982,0.722,1022.77
W60137,2024-09-25 19:20:00,Partly Cloudy,17.288888888888888,17.288888888888888,0.57,10.2074,170,10.3523,0.655,1022.71
W60138,2024-09-25 19:25:00,Partly Cloudy,13.933333333333332,13.933333333333332,0.72,7.953400000000001,151,9.982,0.786,1022.87
W60139,2024-09-25 19:30:00,Partly Cloudy,12.711111111111112,12.711111111111112,0.77,9.1126,140,9.982,0.784,1022.99
W60140,2024-09-25 19:35:00,Partly Cloudy,12.238888888888887,12.238888888888887,0.81,11.3666,123,9.982,0.789,1023.22
W60141,2024-09-25 19:40:00,Partly Cloudy,11.06111111111111,11.06111111111111,0.86,10.835300000000002,131,9.982,0.714,1023.69
W60142,2024-09-25 19:45:00,Partly Cloudy,10.716666666666663,10.716666666666663,0.88,11.0607,131,15.826300000000002,0.721,1024.06
W60143,2024-09-25 19:50:00,Partly Cloudy,10.572222222222225,10.572222222222225,0.92,10.626,130,13.0249,0.836,1024.1
W60144,2024-09-25 19:55:00,Partly Cloudy,10.555555555555555,10.555555555555555,0.93,13.9909,131,11.9784,0.786,1023.89
W60145,2024-09-25 20:00:00,Partly Cloudy,9.488888888888887,7.911111111111113,0.96,10.7387,140,14.9086,0.816,1024.08
W60146,2024-09-25 20:05:00,Partly Cloudy,9.300000000000002,7.727777777777776,0.94,10.448900000000002,131,9.4829,0.887,1024.36
W60147,2024-09-25 20:10:00,Partly Cloudy,8.872222222222222,6.683333333333334,0.96,13.894300000000005,130,7.905100000000001,0.879,1024.2
W60148,2024-09-25 20:15:00,Partly Cloudy,8.361111111111109,7.461111111111112,0.96,6.5205,140,7.905100000000001,0.89,1024.37
W60149,2024-09-25 20:20:00,Partly Cloudy,8.183333333,6.394444444444443,0.96,10.448900000000002,130,7.824600000000001,0.931,1024.3
W60150,2024-09-25 20:25:00,Partly Cloudy,7.711111111111112,5.461111111,0.96,12.5902,130,9.6761,0.925,1024.18
W60151,2024-09-25 20:30:00,Partly Cloudy,7.738888889,5.261111111,0.9,14.1197,130,9.7566,0.832,1023.99
W60152,2024-09-25 20:35:00,Partly Cloudy,8.644444444444446,6.305555555555556,0.9,14.6349,127,9.338,0.885,1024.5
W60153,2024-09-25 20:40:00,Mostly Cloudy,11.044444444444444,11.044444444444444,0.81,13.894300000000005,130,9.982,0.736,1024.69
W60154,2024-09-25 20:45:00,Partly Cloudy,13.88888888888889,13.88888888888889,0.72,14.1519,131,9.982,0.728,1024.6
W60155,2024-09-25 20:50:00,Mostly Cloudy,16.88888888888889,16.88888888888889,0.56,11.382700000000002,121,9.982,0.651,1024.71
W60156,2024-09-25 20:55:00,Partly Cloudy,18.86111111111111,18.86111111111111,0.41,14.312900000000004,112,9.982,0.543,1024.49
W60157,2024-09-25 21:00:00,Mostly Cloudy,19.97222222222222,19.97222222222222,0.36,13.0249,130,9.982,0.509,1023.69
W60158,2024-09-25 21:05:00,Partly Cloudy,21.02777777777777,21.02777777777777,0.32,13.9909,129,10.3523,0.447,1022.99
W60159,2024-09-25 21:10:00,Partly Cloudy,22.127777777777776,22.127777777777776,0.31,12.8156,130,9.982,0.484,1022.37
W60160,2024-09-25 21:15:00,Partly Cloudy,21.105555555555554,21.105555555555554,0.31,15.649200000000002,130,9.982,0.425,1021.69
W60161,2024-09-25 21:20:00,Partly Cloudy,20.016666666666666,20.016666666666666,0.39,8.420300000000001,121,10.3523,0.525,1021.62
W60162,2024-09-25 21:25:00,Partly Cloudy,17.105555555555554,17.105555555555554,0.49,9.2575,110,9.982,0.596,1021.58
W60163,2024-09-25 21:30:00,Partly Cloudy,14.883333333333333,14.883333333333333,0.61,10.577700000000002,100,9.982,0.691,1021.7
W60164,2024-09-25 21:35:00,Clear,12.983333333333333,12.983333333333333,0.7,8.5974,110,9.982,0.166,1022.04
W60165,2024-09-25 21:40:00,Clear,12.611111111111112,12.611111111111112,0.72,11.0607,120,9.982,0.238,1022.1
W60166,2024-09-25 21:45:00,Clear,12.611111111111112,12.611111111111112,0.72,10.5616,139,15.826300000000002,0.207,1022.3
W60167,2024-09-25 21:50:00,Clear,10.988888888888887,10.988888888888887,0.78,9.7405,130,14.9569,0.225,1022.39
W60168,2024-09-25 21:55:00,Clear,10.344444444444443,10.344444444444443,0.8,10.448900000000002,140,15.826300000000002,0.25,1022.6
W60169,2024-09-25 22:00:00,Clear,9.838888889,8.338888888888887,0.83,10.6582,139,15.826300000000002,0.261,1022.5
W60170,2024-09-25 22:05:00,Partly Cloudy,9.694444444444446,7.733333333333334,0.84,13.5884,139,14.9569,0.658,1022.45
W60171,2024-09-25 22:10:00,Partly Cloudy,8.238888888888887,7.466666666666665,0.89,5.9892,139,15.826300000000002,0.748,1022.6
W60172,2024-09-25 22:15:00,Clear,8.172222222222224,6.305555555555556,0.93,10.8675,140,15.826300000000002,0.392,1022.31
W60173,2024-09-25 22:20:00,Partly Cloudy,8.522222222222224,6.533333333333332,0.9,12.042800000000002,137,14.9569,0.822,1022.33
W60174,2024-09-25 22:25:00,Partly Cloudy,8.611111111,6.35,0.9,14.023100000000005,130,9.982,0.806,1022.31
W60175,2024-09-25 22:30:00,Partly Cloudy,8.638888888888888,6.449999999999999,0.9,13.524,130,9.9015,0.845,1022.21
W60176,2024-09-25 22:35:00,Partly Cloudy,10.383333333333333,10.383333333333333,0.81,13.5562,137,9.9015,0.806,1022.45
W60177,2024-09-25 22:40:00,Partly Cloudy,13.616666666666664,13.616666666666664,0.69,12.4453,150,9.982,0.767,1022.64
W60178,2024-09-25 22:45:00,Partly Cloudy,16.944444444444443,16.944444444444443,0.59,19.5776,170,9.982,0.628,1022.72
W60179,2024-09-25 22:50:00,Mostly Cloudy,18.444444444444443,18.444444444444443,0.54,12.9444,169,10.3523,0.587,1022.55
W60180,2024-09-25 22:55:00,Mostly Cloudy,19.90555555555555,19.90555555555555,0.54,9.3702,149,9.982,0.588,1022.31
W60181,2024-09-25 23:00:00,Mostly Cloudy,22.10555555555556,22.10555555555556,0.49,9.2414,150,9.982,0.553,1021.61
W60182,2024-09-25 23:05:00,Partly Cloudy,23.8,23.8,0.4,8.8228,169,10.3523,0.498,1021.17
W60183,2024-09-25 23:10:00,Partly Cloudy,24.838888888888885,24.838888888888885,0.37,9.3702,149,9.982,0.514,1020.61
W60184,2024-09-25 23:15:00,Partly Cloudy,24.88333333333334,24.88333333333334,0.39,7.8729,171,9.982,0.499,1020.2
W60185,2024-09-25 23:20:00,Partly Cloudy,22.922222222222224,22.922222222222224,0.48,4.7012,177,10.3523,0.563,1019.91
W60186,2024-09-25 23:25:00,Foggy,17.700000000000003,17.700000000000003,0.7,4.6046000000000005,130,2.3023,0.824,1020.1
W60187,2024-09-25 23:30:00,Partly Cloudy,14.883333333333333,14.883333333333333,0.79,1.61,100,9.982,0.713,1020.31
W60188,2024-09-25 23:35:00,Clear,13.855555555555554,13.855555555555554,0.84,3.22,96,9.982,0.293,1020.53
W60189,2024-09-25 23:40:00,Clear,11.133333333333333,11.133333333333333,0.87,7.824600000000001,120,9.8049,0.26,1020.52
W60190,2024-09-25 23:45:00,Clear,10.97222222222222,10.97222222222222,0.96,6.118,119,14.6832,0.355,1020.71
W60191,2024-09-25 23:50:00,Clear,11.81111111111111,11.81111111111111,0.91,5.474,135,14.7637,0.334,1020.59
W60192,2024-09-25 23:55:00,Mostly Cloudy,19.283333333333328,19.283333333333328,0.93,10.7548,140,5.1359,0.805,1017.51
W60193,2024-09-26 00:00:00,Mostly Cloudy,19.188888888888894,19.188888888888894,0.91,10.7548,120,6.9874,0.79,1016.99
W60194,2024-09-26 00:05:00,Mostly Cloudy,19.80555555555556,19.80555555555556,0.83,5.9409,185,8.227100000000002,0.793,1016.79
W60195,2024-09-26 00:10:00,Mostly Cloudy,21.25,21.25,0.71,16.840600000000002,150,14.731500000000002,0.646,1016.43
W60196,2024-09-26 00:15:00,Mostly Cloudy,20.21111111111111,20.21111111111111,0.73,16.7279,129,15.649200000000002,0.721,1015.56
W60197,2024-09-26 00:20:00,Mostly Cloudy,19.62222222222222,19.62222222222222,0.76,10.7709,137,14.7637,0.639,1015.19
W60198,2024-09-26 00:25:00,Partly Cloudy,18.67777777777778,18.67777777777778,0.85,16.2288,260,4.9105,0.847,1015.61
W60199,2024-09-26 00:30:00,Mostly Cloudy,17.733333333333334,17.733333333333334,0.97,4.314800000000001,38,10.980200000000002,0.914,1017.26
W60200,2024-09-26 00:35:00,Mostly Cloudy,17.83333333333333,17.83333333333333,0.96,13.6367,38,6.5849,0.866,1017.02
W60201,2024-09-26 00:40:00,Mostly Cloudy,18.772222222222226,18.772222222222226,0.94,9.7405,200,9.6761,0.79,1016.09
W60202,2024-09-26 00:45:00,Partly Cloudy,19.838888888888885,19.838888888888885,0.88,10.722600000000002,333,10.948,0.742,1016.15
W60203,2024-09-26 00:50:00,Mostly Cloudy,21.149999999999995,21.149999999999995,0.86,8.500800000000002,6,9.8371,0.759,1016.34
W60204,2024-09-26 00:55:00,Partly Cloudy,22.75555555555555,22.75555555555555,0.83,12.3326,20,11.27,0.762,1016.3
W60205,2024-09-26 01:00:00,Partly Cloudy,23.79444444444444,23.79444444444444,0.74,16.4703,49,11.27,0.627,1015.22
W60206,2024-09-26 01:05:00,Mostly Cloudy,23.905555555555555,23.905555555555555,0.68,14.8925,51,10.4006,0.65,1014.49
W60207,2024-09-26 01:10:00,Mostly Cloudy,23.688888888888886,23.688888888888886,0.67,13.4435,58,10.0464,0.666,1014.0
W60208,2024-09-26 01:15:00,Partly Cloudy,23.666666666666664,23.666666666666664,0.7,8.1788,19,11.27,0.73,1013.8
W60209,2024-09-26 01:20:00,Foggy,19.00555555555555,19.00555555555555,0.85,28.2555,278,1.5939,0.9,1013.77
W60210,2024-09-26 01:25:00,Partly Cloudy,17.083333333333332,17.083333333333332,0.94,10.5616,337,10.8192,0.809,1014.65
W60211,2024-09-26 01:30:00,Partly Cloudy,16.08888888888889,16.08888888888889,1.0,10.787,359,10.980200000000002,0.802,1014.65
W60212,2024-09-26 01:35:00,Partly Cloudy,16.105555555555558,16.105555555555558,0.99,3.1234,326,11.0768,0.846,1015.19
W60213,2024-09-26 01:40:00,Partly Cloudy,15.02777777777778,15.02777777777778,1.0,4.8622000000000005,241,9.9015,0.864,1015.36
W60214,2024-09-26 01:45:00,Partly Cloudy,15.02777777777778,15.02777777777778,1.0,13.5884,231,8.05,0.917,1015.87
W60215,2024-09-26 01:50:00,Mostly Cloudy,15.02777777777778,15.02777777777778,0.97,13.1376,252,8.1466,0.836,1016.14
W60216,2024-09-26 01:55:00,Clear,12.33888888888889,12.33888888888889,0.87,5.9731000000000005,128,15.391600000000002,0.223,1020.42
W60217,2024-09-26 02:00:00,Clear,10.27777777777778,10.27777777777778,0.9,6.0536,149,15.391600000000002,0.285,1020.52
W60218,2024-09-26 02:05:00,Clear,10.211111111111112,10.211111111111112,0.9,5.6511,133,13.7977,0.283,1020.48
W60219,2024-09-26 02:10:00,Clear,9.7,9.1,0.9,6.1502,140,15.391600000000002,0.273,1020.33
W60220,2024-09-26 02:15:00,Clear,8.699999999999998,8.699999999999998,0.96,2.898,146,15.391600000000002,0.286,1019.94
W60221,2024-09-26 02:20:00,Clear,7.699999999999999,7.699999999999999,0.96,3.5098000000000003,136,7.5187,0.329,1020.06
W60222,2024-09-26 02:25:00,Clear,7.755555555555556,6.105555555555557,1.0,9.2736,129,10.787,0.402,1019.91
W60223,2024-09-26 02:30:00,Partly Cloudy,7.661111111,5.699999999999999,1.0,10.835300000000002,129,9.5473,0.897,1019.8
W60224,2024-09-26 02:35:00,Mostly Cloudy,10.477777777777778,10.477777777777778,0.88,11.1412,139,9.1287,0.786,1020.0
W60225,2024-09-26 02:40:00,Mostly Cloudy,13.55,13.55,0.79,9.2253,150,9.6761,0.791,1020.33
W60226,2024-09-26 02:45:00,Partly Cloudy,15.92777777777778,15.92777777777778,0.68,12.0589,159,9.8049,0.62,1020.61
W60227,2024-09-26 02:50:00,Partly Cloudy,17.77777777777778,17.77777777777778,0.65,8.8067,147,10.3523,0.652,1020.58
W60228,2024-09-26 02:55:00,Partly Cloudy,20.99444444444445,20.99444444444445,0.54,9.5151,150,9.982,0.613,1020.4
W60229,2024-09-26 03:00:00,Partly Cloudy,22.72777777777777,22.72777777777777,0.48,7.631400000000001,160,10.0464,0.613,1019.73
W60230,2024-09-26 03:05:00,Partly Cloudy,23.827777777777776,23.827777777777776,0.44,8.1144,166,10.3523,0.52,1019.34
W60231,2024-09-26 03:10:00,Partly Cloudy,24.88333333333334,24.88333333333334,0.39,9.3702,139,9.982,0.561,1019.1
W60232,2024-09-26 03:15:00,Partly Cloudy,24.88333333333334,24.88333333333334,0.39,7.631400000000001,139,9.982,0.49,1018.72
W60233,2024-09-26 03:20:00,Partly Cloudy,22.788888888888884,22.788888888888884,0.49,3.0912,160,10.3523,0.604,1018.67
W60234,2024-09-26 03:25:00,Partly Cloudy,17.21666666666667,17.21666666666667,0.68,3.0751,127,9.9015,0.756,1019.02
W60235,2024-09-26 03:30:00,Partly Cloudy,14.883333333333333,14.883333333333333,0.79,0.0,0,9.9015,0.712,1019.52
W60236,2024-09-26 03:35:00,Clear,12.966666666666669,12.966666666666669,0.89,7.406,102,9.9015,0.315,1019.63
W60237,2024-09-26 03:40:00,Partly Cloudy,14.561111111111112,14.561111111111112,0.74,9.66,120,9.7566,0.751,1019.92
W60238,2024-09-26 03:45:00,Clear,14.516666666666667,14.516666666666667,0.72,6.44,120,15.407700000000002,0.131,1019.93
W60239,2024-09-26 03:50:00,Clear,13.394444444444444,13.394444444444444,0.75,12.9927,142,14.586600000000002,0.222,1020.37
W60240,2024-09-26 03:55:00,Clear,11.93888888888889,11.93888888888889,0.76,10.4167,159,15.391600000000002,0.187,1020.5
W60241,2024-09-26 04:00:00,Clear,13.444444444444446,13.444444444444446,0.74,17.066,160,15.391600000000002,0.16,1020.71
W60242,2024-09-26 04:05:00,Clear,12.455555555555556,12.455555555555556,0.76,13.2825,161,14.570500000000004,0.196,1020.88
W60243,2024-09-26 04:10:00,Clear,12.383333333333333,12.383333333333333,0.79,17.0821,160,14.457800000000002,0.209,1020.72
W60244,2024-09-26 04:15:00,Clear,11.455555555555556,11.455555555555556,0.81,13.8138,160,14.49,0.274,1021.0
W60245,2024-09-26 04:20:00,Clear,11.566666666666666,11.566666666666666,0.81,12.8961,159,14.6188,0.241,1021.14
W60246,2024-09-26 04:25:00,Clear,10.861111111111107,10.861111111111107,0.81,13.9748,160,9.6117,0.37,1021.09
W60247,2024-09-26 04:30:00,Clear,10.861111111111107,10.861111111111107,0.78,13.685,150,9.7083,0.241,1021.2
W60248,2024-09-26 04:35:00,Clear,10.816666666666666,10.816666666666666,0.82,12.6063,140,9.8371,0.301,1021.72
W60249,2024-09-26 04:40:00,Clear,12.711111111111112,12.711111111111112,0.78,16.856700000000004,150,9.9015,0.248,1021.89
W60250,2024-09-26 04:45:00,Clear,16.038888888888888,16.038888888888888,0.67,17.0821,141,9.982,0.136,1022.09
W60251,2024-09-26 04:50:00,Clear,17.744444444444444,17.744444444444444,0.6,16.0839,141,10.3523,0.207,1021.9
W60252,2024-09-26 04:55:00,Clear,18.93333333333333,18.93333333333333,0.56,15.391600000000002,131,9.982,0.127,1021.49
W60253,2024-09-26 05:00:00,Clear,20.04444444444444,20.04444444444444,0.52,14.0392,140,9.982,0.067,1021.17
W60254,2024-09-26 05:05:00,Clear,22.03888888888889,22.03888888888889,0.45,11.7691,122,10.3523,0.07,1020.57
W60255,2024-09-26 05:10:00,Clear,22.194444444444443,22.194444444444443,0.43,12.6063,92,9.982,0.087,1020.2
W60256,2024-09-26 05:15:00,Clear,21.15555555555555,21.15555555555555,0.46,11.0446,91,9.982,0.03,1020.01
W60257,2024-09-26 05:20:00,Clear,19.92777777777778,19.92777777777778,0.48,8.2754,91,10.3523,0.078,1019.95
W60258,2024-09-26 05:25:00,Clear,15.016666666666667,15.016666666666667,0.72,7.792400000000001,69,9.982,0.258,1020.21
W60259,2024-09-26 05:30:00,Clear,12.733333333333334,12.733333333333334,0.83,3.0751,70,9.982,0.286,1020.81
W60260,2024-09-26 05:35:00,Clear,12.094444444444449,12.094444444444449,0.87,1.7871000000000004,63,9.982,0.323,1021.04
W60261,2024-09-26 05:40:00,Clear,10.0,10.0,0.87,3.0751,350,9.7566,0.299,1021.32
W60262,2024-09-26 05:45:00,Clear,9.372222222222222,9.372222222222222,0.93,3.2039,39,14.6832,0.245,1021.82
W60263,2024-09-26 05:50:00,Clear,9.394444444444442,9.394444444444442,0.93,3.059,219,9.7083,0.332,1021.93
W60264,2024-09-26 05:55:00,Foggy,7.799999999999999,7.799999999999999,0.96,0.1288,140,1.2397,0.899,1022.11
W60265,2024-09-26 06:00:00,Foggy,7.750000000000002,7.750000000000002,1.0,3.0751,10,0.6279,0.942,1021.93
W60266,2024-09-26 06:05:00,Foggy,7.127777777777776,7.127777777777776,0.96,3.0429,352,2.2862,0.895,1022.12
W60267,2024-09-26 06:10:00,Foggy,6.0888888888888895,6.0888888888888895,0.96,0.0,0,0.4669,0.94,1022.13
W60268,2024-09-26 06:15:00,Foggy,4.927777777777776,4.927777777777776,1.0,3.22,0,0.7728,0.941,1022.13
W60269,2024-09-26 06:20:00,Foggy,5.055555555555556,5.055555555555556,0.96,2.8658,11,1.932,0.959,1022.35
W60270,2024-09-26 06:25:00,Foggy,4.927777777777776,4.927777777777776,1.0,4.7334000000000005,19,0.0,0.985,1022.54
W60271,2024-09-26 06:30:00,Foggy,3.866666666666667,3.866666666666667,1.0,4.7334000000000005,29,0.161,0.926,1022.82
W60272,2024-09-26 06:35:00,Foggy,7.022222222222222,7.022222222222222,0.99,4.524100000000001,11,1.61,0.987,1023.01
W60273,2024-09-26 06:40:00,Foggy,10.88888888888889,10.88888888888889,0.94,4.83,20,2.9785000000000004,0.859,1023.12
W60274,2024-09-26 06:45:00,Clear,14.927777777777775,14.927777777777775,0.78,7.695800000000001,11,6.118,0.228,1022.83
W60275,2024-09-26 06:50:00,Clear,17.483333333333334,17.483333333333334,0.6,2.8497000000000003,20,9.982,0.189,1022.74
W60276,2024-09-26 06:55:00,Clear,19.81666666666667,19.81666666666667,0.53,3.0751,176,9.982,0.08,1022.44
W60277,2024-09-26 07:00:00,Clear,19.92777777777778,19.92777777777778,0.53,2.7209,342,9.982,0.107,1021.92
W60278,2024-09-26 07:05:00,Clear,19.97222222222222,19.97222222222222,0.52,7.2611,11,10.3523,0.044,1021.43
W60279,2024-09-26 07:10:00,Clear,21.06111111111111,21.06111111111111,0.46,10.2557,331,9.982,0.05,1021.22
W60280,2024-09-26 07:15:00,Clear,20.04444444444444,20.04444444444444,0.49,8.8067,342,9.982,0.078,1020.93
W60281,2024-09-26 07:20:00,Clear,18.927777777777774,18.927777777777774,0.54,7.3738,344,10.3523,0.094,1020.84
W60282,2024-09-26 07:25:00,Clear,14.97222222222222,14.97222222222222,0.68,4.83,330,9.0643,0.182,1021.03
W60283,2024-09-26 07:30:00,Clear,12.66111111111111,12.66111111111111,0.84,1.6422,336,9.9015,0.286,1021.44
W60284,2024-09-26 07:35:00,Clear,11.116666666666664,11.116666666666664,0.86,3.6225,351,8.1788,0.352,1021.7
W60285,2024-09-26 07:40:00,Clear,8.866666666666667,8.866666666666667,0.93,4.7012,329,6.021400000000001,0.332,1021.84
W60286,2024-09-26 07:45:00,Clear,8.822222222222223,8.822222222222223,0.93,3.1717,318,4.8783,0.277,1022.34
W60287,2024-09-26 07:50:00,Clear,9.455555555555556,7.972222222222222,0.96,10.143,331,5.618900000000001,0.436,1022.33
W60288,2024-09-26 07:55:00,Clear,8.177777777777777,8.177777777777777,0.96,3.1878,320,3.4615,0.378,1022.37
W60289,2024-09-26 08:00:00,Foggy,7.066666666666666,7.066666666666666,1.0,4.7656,337,0.8533000000000001,0.924,1022.55
W60290,2024-09-26 08:05:00,Foggy,6.905555555555555,6.905555555555555,0.99,3.1234,321,1.9964,0.912,1022.63
W60291,2024-09-26 08:10:00,Foggy,5.972222222222222,5.972222222222222,1.0,3.22,330,0.6440000000000001,0.899,1022.45
W60292,2024-09-26 08:15:00,Foggy,3.866666666666667,3.866666666666667,1.0,3.22,330,0.1771,0.947,1022.45
W60293,2024-09-26 08:20:00,Foggy,4.766666666666666,4.766666666666666,1.0,3.1878,292,0.8211,0.944,1022.29
W60294,2024-09-26 08:25:00,Foggy,3.866666666666667,3.866666666666667,1.0,3.22,310,0.322,0.979,1022.36
W60295,2024-09-26 08:30:00,Foggy,4.961111111111111,3.0888888888888903,1.0,8.05,330,0.322,0.937,1022.36
W60296,2024-09-26 08:35:00,Foggy,6.127777777777778,6.127777777777778,1.0,3.4937,339,1.2397,0.85,1022.77
W60297,2024-09-26 08:40:00,Partly Cloudy,8.688888889,8.688888889,1.0,3.1717,342,3.703,0.868,1023.05
W60298,2024-09-26 08:45:00,Foggy,11.083333333333336,11.083333333333336,0.94,4.4919,9,1.8515,0.94,1023.05
